year,country,lowest_50,highst_10,highst_1,region,region2,shortname,decade
1995,CZ,0.3204,0.2486,0.0837,Europe,Eastern Europe,Czech Republic,1990
1996,CZ,0.3129,0.2613,0.0906,Europe,Eastern Europe,Czech Republic,1990
1997,CZ,0.3244,0.2396,0.0757,Europe,Eastern Europe,Czech Republic,1990
1998,CZ,0.3163,0.2552,0.0888,Europe,Eastern Europe,Czech Republic,1990
1999,CZ,0.3195,0.2499,0.0839,Europe,Eastern Europe,Czech Republic,1990
2000,CZ,0.3183,0.2577,0.089,Europe,Eastern Europe,Czech Republic,2000
2001,CZ,0.3218,0.2522,0.087,Europe,Eastern Europe,Czech Republic,2000
2002,CZ,0.3273,0.2402,0.0772,Europe,Eastern Europe,Czech Republic,2000
2003,CZ,0.323,0.2419,0.0786,Europe,Eastern Europe,Czech Republic,2000
2004,CZ,0.3212,0.246,0.0803,Europe,Eastern Europe,Czech Republic,2000
2005,CZ,0.3248,0.2467,0.0855,Europe,Eastern Europe,Czech Republic,2000
2006,CZ,0.3166,0.2498,0.0798,Europe,Eastern Europe,Czech Republic,2000
2007,CZ,0.3176,0.2506,0.0862,Europe,Eastern Europe,Czech Republic,2000
2008,CZ,0.3067,0.2716,0.1084,Europe,Eastern Europe,Czech Republic,2000
2009,CZ,0.3162,0.2485,0.0847,Europe,Eastern Europe,Czech Republic,2000
2010,CZ,0.3104,0.2485,0.0788,Europe,Eastern Europe,Czech Republic,2010
2011,CZ,0.3224,0.2373,0.0709,Europe,Eastern Europe,Czech Republic,2010
2012,CZ,0.3188,0.2412,0.0695,Europe,Eastern Europe,Czech Republic,2010
2013,CZ,0.3238,0.2483,0.0808,Europe,Eastern Europe,Czech Republic,2010
2014,CZ,0.3144,0.2506,0.0776,Europe,Eastern Europe,Czech Republic,2010
2015,CZ,0.3092,0.2622,0.0919,Europe,Eastern Europe,Czech Republic,2010
2016,CZ,0.3126,0.2544,0.087,Europe,Eastern Europe,Czech Republic,2010
2017,CZ,0.3093,0.2582,0.0896,Europe,Eastern Europe,Czech Republic,2010
2018,CZ,0.3119,0.2532,0.0859,Europe,Eastern Europe,Czech Republic,2010
2019,CZ,0.3124,0.2521,0.0848,Europe,Eastern Europe,Czech Republic,2010
2020,CZ,0.311,0.255,0.0869,Europe,Eastern Europe,Czech Republic,2020
2021,CZ,0.3111,0.2547,0.0867,Europe,Eastern Europe,Czech Republic,2020
1980,DE,0.2763,0.2536,0.048,Europe,Western Europe,Germany,1980
1981,DE,0.2765,0.2522,0.0464,Europe,Western Europe,Germany,1980
1982,DE,0.2786,0.2527,0.052,Europe,Western Europe,Germany,1980
1983,DE,0.2807,0.2481,0.059,Europe,Western Europe,Germany,1980
1984,DE,0.2766,0.2596,0.0635,Europe,Western Europe,Germany,1980
1985,DE,0.2761,0.2496,0.0584,Europe,Western Europe,Germany,1980
1986,DE,0.2885,0.2498,0.0535,Europe,Western Europe,Germany,1980
1987,DE,0.2683,0.2596,0.0673,Europe,Western Europe,Germany,1980
1988,DE,0.2739,0.2759,0.0752,Europe,Western Europe,Germany,1980
1989,DE,0.262,0.285,0.0794,Europe,Western Europe,Germany,1980
1990,DE,0.2555,0.2975,0.0857,Europe,Western Europe,Germany,1990
1991,DE,0.2575,0.2636,0.0662,Europe,Western Europe,Germany,1990
1992,DE,0.2585,0.2645,0.0668,Europe,Western Europe,Germany,1990
1993,DE,0.269,0.2353,0.0506,Europe,Western Europe,Germany,1990
1994,DE,0.2747,0.242,0.0541,Europe,Western Europe,Germany,1990
1995,DE,0.2695,0.2584,0.0553,Europe,Western Europe,Germany,1990
1996,DE,0.2799,0.2559,0.0529,Europe,Western Europe,Germany,1990
1997,DE,0.272,0.2556,0.0544,Europe,Western Europe,Germany,1990
1998,DE,0.268,0.2574,0.0563,Europe,Western Europe,Germany,1990
1999,DE,0.2697,0.2656,0.0592,Europe,Western Europe,Germany,1990
2000,DE,0.2607,0.2724,0.0608,Europe,Western Europe,Germany,2000
2001,DE,0.2729,0.2684,0.0538,Europe,Western Europe,Germany,2000
2002,DE,0.2566,0.2748,0.0598,Europe,Western Europe,Germany,2000
2003,DE,0.2744,0.2491,0.0476,Europe,Western Europe,Germany,2000
2004,DE,0.4211,0.1794,0.0459,Europe,Western Europe,Germany,2000
2005,DE,0.2458,0.2889,0.0857,Europe,Western Europe,Germany,2000
2006,DE,0.242,0.2873,0.0888,Europe,Western Europe,Germany,2000
2007,DE,0.2339,0.2986,0.0895,Europe,Western Europe,Germany,2000
2008,DE,0.2344,0.2966,0.0907,Europe,Western Europe,Germany,2000
2009,DE,0.2418,0.2984,0.0837,Europe,Western Europe,Germany,2000
2010,DE,0.2327,0.3126,0.0959,Europe,Western Europe,Germany,2010
2011,DE,0.2329,0.3053,0.0907,Europe,Western Europe,Germany,2010
2012,DE,0.2291,0.3107,0.0922,Europe,Western Europe,Germany,2010
2013,DE,0.2143,0.3309,0.1074,Europe,Western Europe,Germany,2010
2014,DE,0.2153,0.3358,0.1091,Europe,Western Europe,Germany,2010
2015,DE,0.2175,0.3334,0.1089,Europe,Western Europe,Germany,2010
2016,DE,0.2201,0.3327,0.1081,Europe,Western Europe,Germany,2010
2017,DE,0.2194,0.3338,0.1091,Europe,Western Europe,Germany,2010
2018,DE,0.2206,0.3272,0.1066,Europe,Western Europe,Germany,2010
2019,DE,0.2157,0.3442,0.1119,Europe,Western Europe,Germany,2010
2020,DE,0.2176,0.3425,0.1116,Europe,Western Europe,Germany,2020
2021,DE,0.257,0.2884,0.0786,Europe,Western Europe,Germany,2020
2022,DE,0.259,0.2826,0.0744,Europe,Western Europe,Germany,2020
1980,DK,0.302,0.2286,0.0573,Europe,Western Europe,Denmark,1980
1981,DK,0.2936,0.231,0.0566,Europe,Western Europe,Denmark,1980
1982,DK,0.2937,0.2269,0.058,Europe,Western Europe,Denmark,1980
1983,DK,0.2968,0.2415,0.0728,Europe,Western Europe,Denmark,1980
1984,DK,0.2945,0.2458,0.077,Europe,Western Europe,Denmark,1980
1985,DK,0.2868,0.26,0.0873,Europe,Western Europe,Denmark,1980
1986,DK,0.3012,0.2386,0.0721,Europe,Western Europe,Denmark,1980
1987,DK,0.2998,0.2409,0.0743,Europe,Western Europe,Denmark,1980
1988,DK,0.2988,0.2354,0.0693,Europe,Western Europe,Denmark,1980
1989,DK,0.2969,0.2422,0.0753,Europe,Western Europe,Denmark,1980
1990,DK,0.2941,0.2455,0.0742,Europe,Western Europe,Denmark,1990
1991,DK,0.301,0.2434,0.0766,Europe,Western Europe,Denmark,1990
1992,DK,0.2946,0.2454,0.075,Europe,Western Europe,Denmark,1990
1993,DK,0.2983,0.2394,0.072,Europe,Western Europe,Denmark,1990
1994,DK,0.2944,0.2549,0.0847,Europe,Western Europe,Denmark,1990
1995,DK,0.2993,0.2514,0.0827,Europe,Western Europe,Denmark,1990
1996,DK,0.2989,0.2542,0.0849,Europe,Western Europe,Denmark,1990
1997,DK,0.2926,0.2657,0.0934,Europe,Western Europe,Denmark,1990
1998,DK,0.2945,0.2607,0.089,Europe,Western Europe,Denmark,1990
1999,DK,0.2848,0.2802,0.1069,Europe,Western Europe,Denmark,1990
2000,DK,0.2849,0.2788,0.1064,Europe,Western Europe,Denmark,2000
2001,DK,0.2936,0.2611,0.0896,Europe,Western Europe,Denmark,2000
2002,DK,0.2958,0.2524,0.0826,Europe,Western Europe,Denmark,2000
2003,DK,0.3074,0.2426,0.0784,Europe,Western Europe,Denmark,2000
2004,DK,0.2974,0.2539,0.0861,Europe,Western Europe,Denmark,2000
2005,DK,0.292,0.2678,0.0967,Europe,Western Europe,Denmark,2000
2006,DK,0.2924,0.266,0.0964,Europe,Western Europe,Denmark,2000
2007,DK,0.295,0.2621,0.0921,Europe,Western Europe,Denmark,2000
2008,DK,0.2887,0.2638,0.0929,Europe,Western Europe,Denmark,2000
2009,DK,0.2951,0.2566,0.0883,Europe,Western Europe,Denmark,2000
2010,DK,0.2766,0.2855,0.1049,Europe,Western Europe,Denmark,2010
2011,DK,0.2732,0.2885,0.1066,Europe,Western Europe,Denmark,2010
2012,DK,0.2714,0.2885,0.1079,Europe,Western Europe,Denmark,2010
2013,DK,0.2661,0.2981,0.1127,Europe,Western Europe,Denmark,2010
2014,DK,0.2585,0.3135,0.1253,Europe,Western Europe,Denmark,2010
2015,DK,0.2631,0.3036,0.1189,Europe,Western Europe,Denmark,2010
2016,DK,0.2612,0.3038,0.1182,Europe,Western Europe,Denmark,2010
2017,DK,0.2626,0.3016,0.1126,Europe,Western Europe,Denmark,2010
2018,DK,0.2599,0.3035,0.1141,Europe,Western Europe,Denmark,2010
2019,DK,0.2612,0.3005,0.1115,Europe,Western Europe,Denmark,2010
2020,DK,0.2573,0.3096,0.1193,Europe,Western Europe,Denmark,2020
2021,DK,0.2546,0.3157,0.1246,Europe,Western Europe,Denmark,2020
1980,EE,0.3005,0.2002,0.0314,Europe,Eastern Europe,Estonia,1980
1981,EE,0.3004,0.2002,0.0314,Europe,Eastern Europe,Estonia,1980
1982,EE,0.3002,0.2002,0.0314,Europe,Eastern Europe,Estonia,1980
1983,EE,0.3003,0.2002,0.0314,Europe,Eastern Europe,Estonia,1980
1984,EE,0.3001,0.2002,0.0314,Europe,Eastern Europe,Estonia,1980
1985,EE,0.2993,0.2004,0.0314,Europe,Eastern Europe,Estonia,1980
1986,EE,0.2995,0.2004,0.0314,Europe,Eastern Europe,Estonia,1980
1987,EE,0.2991,0.2004,0.0314,Europe,Eastern Europe,Estonia,1980
1988,EE,0.2993,0.2004,0.0314,Europe,Eastern Europe,Estonia,1980
1989,EE,0.2766,0.2335,0.0489,Europe,Eastern Europe,Estonia,1980
1990,EE,0.2433,0.2765,0.0708,Europe,Eastern Europe,Estonia,1990
1991,EE,0.2181,0.3156,0.0928,Europe,Eastern Europe,Estonia,1990
1992,EE,0.1942,0.3375,0.1027,Europe,Eastern Europe,Estonia,1990
1993,EE,0.1801,0.3639,0.1177,Europe,Eastern Europe,Estonia,1990
1994,EE,0.1763,0.376,0.1197,Europe,Eastern Europe,Estonia,1990
1995,EE,0.1737,0.3943,0.1309,Europe,Eastern Europe,Estonia,1990
1996,EE,0.1797,0.4006,0.1523,Europe,Eastern Europe,Estonia,1990
1997,EE,0.1765,0.4134,0.1609,Europe,Eastern Europe,Estonia,1990
1998,EE,0.1866,0.39,0.1482,Europe,Eastern Europe,Estonia,1990
1999,EE,0.1833,0.3948,0.1547,Europe,Eastern Europe,Estonia,1990
2000,EE,0.1808,0.3918,0.1421,Europe,Eastern Europe,Estonia,2000
2001,EE,0.1814,0.3885,0.1446,Europe,Eastern Europe,Estonia,2000
2002,EE,0.1727,0.4142,0.1704,Europe,Eastern Europe,Estonia,2000
2003,EE,0.1668,0.3991,0.1595,Europe,Eastern Europe,Estonia,2000
2004,EE,0.1872,0.3793,0.1493,Europe,Eastern Europe,Estonia,2000
2005,EE,0.1837,0.4002,0.1651,Europe,Eastern Europe,Estonia,2000
2006,EE,0.192,0.383,0.1494,Europe,Eastern Europe,Estonia,2000
2007,EE,0.204,0.3561,0.1348,Europe,Eastern Europe,Estonia,2000
2008,EE,0.2127,0.3353,0.1093,Europe,Eastern Europe,Estonia,2000
2009,EE,0.2212,0.2996,0.0744,Europe,Eastern Europe,Estonia,2000
2010,EE,0.2077,0.318,0.091,Europe,Eastern Europe,Estonia,2010
2011,EE,0.2016,0.3464,0.1163,Europe,Eastern Europe,Estonia,2010
2012,EE,0.1989,0.3657,0.1306,Europe,Eastern Europe,Estonia,2010
2013,EE,0.1966,0.3539,0.1206,Europe,Eastern Europe,Estonia,2010
2014,EE,0.1933,0.3551,0.1201,Europe,Eastern Europe,Estonia,2010
2015,EE,0.2084,0.3169,0.0897,Europe,Eastern Europe,Estonia,2010
2016,EE,0.2141,0.3152,0.0946,Europe,Eastern Europe,Estonia,2010
2017,EE,0.2178,0.3176,0.1087,Europe,Eastern Europe,Estonia,2010
2018,EE,0.2236,0.3192,0.1114,Europe,Eastern Europe,Estonia,2010
2019,EE,0.2227,0.3176,0.103,Europe,Eastern Europe,Estonia,2010
2020,EE,0.2253,0.3103,0.0957,Europe,Eastern Europe,Estonia,2020
2021,EE,0.2251,0.311,0.0964,Europe,Eastern Europe,Estonia,2020
1980,ES,0.1823,0.4182,0.1334,Europe,Western Europe,Spain,1980
1981,ES,0.183,0.4166,0.1317,Europe,Western Europe,Spain,1980
1982,ES,0.172,0.4057,0.1319,Europe,Western Europe,Spain,1980
1983,ES,0.1885,0.3975,0.1298,Europe,Western Europe,Spain,1980
1984,ES,0.1891,0.399,0.1269,Europe,Western Europe,Spain,1980
1985,ES,0.1882,0.3842,0.1073,Europe,Western Europe,Spain,1980
1986,ES,0.1808,0.3864,0.1135,Europe,Western Europe,Spain,1980
1987,ES,0.1906,0.3856,0.1128,Europe,Western Europe,Spain,1980
1988,ES,0.1844,0.3943,0.0994,Europe,Western Europe,Spain,1980
1989,ES,0.1809,0.3861,0.1169,Europe,Western Europe,Spain,1980
1990,ES,0.1849,0.3778,0.1121,Europe,Western Europe,Spain,1990
1991,ES,0.1865,0.3765,0.1072,Europe,Western Europe,Spain,1990
1992,ES,0.1879,0.3756,0.1095,Europe,Western Europe,Spain,1990
1993,ES,0.1878,0.3787,0.1021,Europe,Western Europe,Spain,1990
1994,ES,0.1909,0.3854,0.1068,Europe,Western Europe,Spain,1990
1995,ES,0.1688,0.3947,0.1077,Europe,Western Europe,Spain,1990
1996,ES,0.1929,0.3861,0.1059,Europe,Western Europe,Spain,1990
1997,ES,0.193,0.38,0.0927,Europe,Western Europe,Spain,1990
1998,ES,0.1762,0.3778,0.1051,Europe,Western Europe,Spain,1990
1999,ES,0.1599,0.4333,0.1191,Europe,Western Europe,Spain,1990
2000,ES,0.1812,0.3703,0.1071,Europe,Western Europe,Spain,2000
2001,ES,0.1891,0.3577,0.0933,Europe,Western Europe,Spain,2000
2002,ES,0.1805,0.3742,0.092,Europe,Western Europe,Spain,2000
2003,ES,0.1899,0.3595,0.0873,Europe,Western Europe,Spain,2000
2004,ES,0.1702,0.3693,0.0931,Europe,Western Europe,Spain,2000
2005,ES,0.223,0.3121,0.0744,Europe,Western Europe,Spain,2000
2006,ES,0.2334,0.3063,0.0681,Europe,Western Europe,Spain,2000
2007,ES,0.2214,0.3164,0.0776,Europe,Western Europe,Spain,2000
2008,ES,0.217,0.3318,0.0929,Europe,Western Europe,Spain,2000
2009,ES,0.2259,0.3301,0.108,Europe,Western Europe,Spain,2000
2010,ES,0.2326,0.3145,0.0981,Europe,Western Europe,Spain,2010
2011,ES,0.2276,0.3142,0.0959,Europe,Western Europe,Spain,2010
2012,ES,0.232,0.3189,0.1052,Europe,Western Europe,Spain,2010
2013,ES,0.2232,0.3238,0.1053,Europe,Western Europe,Spain,2010
2014,ES,0.2216,0.3252,0.1068,Europe,Western Europe,Spain,2010
2015,ES,0.2215,0.3281,0.1099,Europe,Western Europe,Spain,2010
2016,ES,0.2198,0.3275,0.1106,Europe,Western Europe,Spain,2010
2017,ES,0.2223,0.327,0.1111,Europe,Western Europe,Spain,2010
2018,ES,0.2242,0.3234,0.1091,Europe,Western Europe,Spain,2010
2019,ES,0.2298,0.315,0.1049,Europe,Western Europe,Spain,2010
2020,ES,0.2398,0.2897,0.0845,Europe,Western Europe,Spain,2020
2021,ES,0.2251,0.3014,0.0821,Europe,Western Europe,Spain,2020
2022,ES,0.2252,0.3012,0.082,Europe,Western Europe,Spain,2020
1980,FI,0.297,0.2365,0.057,Europe,Western Europe,Finland,1980
1981,FI,0.2947,0.2276,0.0438,Europe,Western Europe,Finland,1980
1982,FI,0.2888,0.2314,0.0419,Europe,Western Europe,Finland,1980
1983,FI,0.2926,0.2193,0.043,Europe,Western Europe,Finland,1980
1984,FI,0.3102,0.2166,0.0514,Europe,Western Europe,Finland,1980
1985,FI,0.3013,0.223,0.0459,Europe,Western Europe,Finland,1980
1986,FI,0.3022,0.2196,0.0426,Europe,Western Europe,Finland,1980
1987,FI,0.2985,0.2402,0.0618,Europe,Western Europe,Finland,1980
1988,FI,0.2962,0.2373,0.0583,Europe,Western Europe,Finland,1980
1989,FI,0.305,0.2239,0.0455,Europe,Western Europe,Finland,1980
1990,FI,0.3132,0.2088,0.0335,Europe,Western Europe,Finland,1990
1991,FI,0.2956,0.2095,0.0331,Europe,Western Europe,Finland,1990
1992,FI,0.3001,0.2108,0.0315,Europe,Western Europe,Finland,1990
1993,FI,0.3156,0.2118,0.0419,Europe,Western Europe,Finland,1990
1994,FI,0.3001,0.2458,0.0633,Europe,Western Europe,Finland,1990
1995,FI,0.2984,0.2555,0.0772,Europe,Western Europe,Finland,1990
1996,FI,0.3028,0.2538,0.074,Europe,Western Europe,Finland,1990
1997,FI,0.2933,0.2685,0.0865,Europe,Western Europe,Finland,1990
1998,FI,0.2926,0.277,0.0933,Europe,Western Europe,Finland,1990
1999,FI,0.2965,0.2801,0.1027,Europe,Western Europe,Finland,1990
2000,FI,0.2645,0.3461,0.1448,Europe,Western Europe,Finland,2000
2001,FI,0.2868,0.2885,0.1075,Europe,Western Europe,Finland,2000
2002,FI,0.2919,0.2826,0.104,Europe,Western Europe,Finland,2000
2003,FI,0.2949,0.2716,0.0931,Europe,Western Europe,Finland,2000
2004,FI,0.2903,0.2844,0.1035,Europe,Western Europe,Finland,2000
2005,FI,0.286,0.2763,0.0919,Europe,Western Europe,Finland,2000
2006,FI,0.2825,0.2849,0.0985,Europe,Western Europe,Finland,2000
2007,FI,0.2811,0.2869,0.1009,Europe,Western Europe,Finland,2000
2008,FI,0.2742,0.2919,0.0953,Europe,Western Europe,Finland,2000
2009,FI,0.2766,0.2783,0.0782,Europe,Western Europe,Finland,2000
2010,FI,0.2718,0.2824,0.083,Europe,Western Europe,Finland,2010
2011,FI,0.273,0.2783,0.0777,Europe,Western Europe,Finland,2010
2012,FI,0.276,0.274,0.0747,Europe,Western Europe,Finland,2010
2013,FI,0.2786,0.2718,0.0716,Europe,Western Europe,Finland,2010
2014,FI,0.2759,0.2783,0.0776,Europe,Western Europe,Finland,2010
2015,FI,0.2735,0.285,0.0817,Europe,Western Europe,Finland,2010
2016,FI,0.2773,0.2831,0.0819,Europe,Western Europe,Finland,2010
2017,FI,0.2728,0.2933,0.09,Europe,Western Europe,Finland,2010
2018,FI,0.2721,0.2925,0.089,Europe,Western Europe,Finland,2010
2019,FI,0.2765,0.282,0.0836,Europe,Western Europe,Finland,2010
2020,FI,0.2719,0.2919,0.0936,Europe,Western Europe,Finland,2020
2021,FI,0.2698,0.2964,0.0981,Europe,Western Europe,Finland,2020
1980,GB,0.2954,0.2312,0.0446,Europe,Western Europe,United Kingdom,1980
1981,GB,0.2954,0.2312,0.0446,Europe,Western Europe,United Kingdom,1980
1982,GB,0.292,0.2361,0.047,Europe,Western Europe,United Kingdom,1980
1983,GB,0.2886,0.235,0.0462,Europe,Western Europe,United Kingdom,1980
1984,GB,0.2835,0.2466,0.0473,Europe,Western Europe,United Kingdom,1980
1985,GB,0.2836,0.2424,0.0478,Europe,Western Europe,United Kingdom,1980
1986,GB,0.2828,0.2415,0.0507,Europe,Western Europe,United Kingdom,1980
1987,GB,0.2797,0.2449,0.0522,Europe,Western Europe,United Kingdom,1980
1988,GB,0.2718,0.2597,0.0675,Europe,Western Europe,United Kingdom,1980
1989,GB,0.2767,0.2519,0.0562,Europe,Western Europe,United Kingdom,1980
1990,GB,0.2615,0.2705,0.065,Europe,Western Europe,United Kingdom,1990
1991,GB,0.2574,0.2775,0.0686,Europe,Western Europe,United Kingdom,1990
1992,GB,0.2601,0.2714,0.0623,Europe,Western Europe,United Kingdom,1990
1993,GB,0.2577,0.2778,0.066,Europe,Western Europe,United Kingdom,1990
1994,GB,0.2382,0.3095,0.0747,Europe,Western Europe,United Kingdom,1990
1995,GB,0.2366,0.3198,0.0849,Europe,Western Europe,United Kingdom,1990
1996,GB,0.2404,0.3311,0.0909,Europe,Western Europe,United Kingdom,1990
1997,GB,0.2356,0.321,0.0967,Europe,Western Europe,United Kingdom,1990
1998,GB,0.2296,0.3331,0.1043,Europe,Western Europe,United Kingdom,1990
1999,GB,0.2035,0.3785,0.1099,Europe,Western Europe,United Kingdom,1990
2000,GB,0.175,0.4852,0.2801,Europe,Western Europe,United Kingdom,2000
2001,GB,0.21,0.3949,0.1684,Europe,Western Europe,United Kingdom,2000
2002,GB,0.2266,0.3554,0.1188,Europe,Western Europe,United Kingdom,2000
2003,GB,0.2425,0.357,0.1161,Europe,Western Europe,United Kingdom,2000
2004,GB,0.2289,0.3506,0.1209,Europe,Western Europe,United Kingdom,2000
2005,GB,0.25,0.3087,0.1039,Europe,Western Europe,United Kingdom,2000
2006,GB,0.2476,0.3134,0.1012,Europe,Western Europe,United Kingdom,2000
2007,GB,0.2524,0.3166,0.1067,Europe,Western Europe,United Kingdom,2000
2008,GB,0.2516,0.3061,0.1019,Europe,Western Europe,United Kingdom,2000
2009,GB,0.2466,0.3066,0.0886,Europe,Western Europe,United Kingdom,2000
2010,GB,0.2727,0.2767,0.0795,Europe,Western Europe,United Kingdom,2010
2011,GB,0.2669,0.287,0.0891,Europe,Western Europe,United Kingdom,2010
2012,GB,0.26,0.2871,0.0847,Europe,Western Europe,United Kingdom,2010
2013,GB,0.2676,0.2825,0.0747,Europe,Western Europe,United Kingdom,2010
2014,GB,0.266,0.2864,0.0875,Europe,Western Europe,United Kingdom,2010
2015,GB,0.2678,0.2764,0.08,Europe,Western Europe,United Kingdom,2010
2016,GB,0.2702,0.2755,0.0797,Europe,Western Europe,United Kingdom,2010
2017,GB,0.2644,0.2929,0.0913,Europe,Western Europe,United Kingdom,2010
2018,GB,0.2609,0.2924,0.0881,Europe,Western Europe,United Kingdom,2010
2019,GB,0.2632,0.291,0.0863,Europe,Western Europe,United Kingdom,2010
2020,GB,0.2655,0.2877,0.0876,Europe,Western Europe,United Kingdom,2020
2021,GB,0.2755,0.2672,0.0674,Europe,Western Europe,United Kingdom,2020
2022,GB,0.2758,0.2664,0.0666,Europe,Western Europe,United Kingdom,2020
1980,GR,0.1935,0.3297,0.0817,Europe,Western Europe,Greece,1980
1981,GR,0.1826,0.3406,0.0852,Europe,Western Europe,Greece,1980
1982,GR,0.1849,0.3352,0.0803,Europe,Western Europe,Greece,1980
1983,GR,0.1921,0.3257,0.0733,Europe,Western Europe,Greece,1980
1984,GR,0.1961,0.3195,0.0742,Europe,Western Europe,Greece,1980
1985,GR,0.1907,0.3234,0.0769,Europe,Western Europe,Greece,1980
1986,GR,0.1989,0.3045,0.0772,Europe,Western Europe,Greece,1980
1987,GR,0.2039,0.3075,0.0761,Europe,Western Europe,Greece,1980
1988,GR,0.2002,0.2906,0.0721,Europe,Western Europe,Greece,1980
1989,GR,0.1908,0.29,0.076,Europe,Western Europe,Greece,1980
